City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,leua,48.2156,18.6071,18.32,71,100,0.84,SK,1689927107
368,bel ombre,-4.6167,55.4167,27.91,78,40,7.2,SC,1689927192
369,tordesillas,41.5103,-5.0082,18.97,60,23,3.9,ES,1689927193
370,kalabo,-14.97,22.6814,24.16,28,48,5.44,ZM,1689927193
371,lensk,60.7253,114.9278,26.56,40,100,3.73,RU,1689927193
372,arcachon,44.5875,-1.0519,22.03,56,40,4.63,FR,1689927193
373,badagara,11.6,75.5833,27.54,82,99,6.2,IN,1689927193
374,gereida,11.2811,25.1414,30.81,51,70,4.82,SD,1689927194
375,fushun,41.8558,123.9233,31.84,66,84,0.47,CN,1689927194
376,gamba,-2.65,10.0,23.07,78,84,2.73,GA,1689927195
377,bikenibeu village,1.3673,173.1241,25.98,94,100,1.54,KI,1689927195
378,kostroma,57.7708,40.9344,19.58,55,6,6.4,RU,1689927113
379,tailai,46.3833,123.4,25.71,62,97,3.12,CN,1689927196
380,vrangel',42.7297,133.0839,21.5,85,76,2.84,RU,1689927196
381,gisborne,-38.6533,178.0042,11.6,93,100,10.77,NZ,1689927113
382,port douglas,-16.4833,145.4667,22.24,78,86,3.78,AU,1689927196
383,moyale,3.5167,39.0584,23.81,47,79,8.52,KE,1689927196
384,pariaman,-0.619,100.12,29.03,65,85,3.08,ID,1689927197
385,sisimiut,66.9395,-53.6735,6.21,98,100,2.98,GL,1689927197
386,hithadhoo,-0.6,73.0833,28.76,74,100,6.4,MV,1689927197
387,vila velha,-20.3297,-40.2925,18.97,98,100,2.57,BR,1689927197
388,gilgit,35.9221,74.3087,32.39,45,24,0.82,PK,1689927197
389,north platte,41.1239,-100.7654,17.29,96,100,1.54,US,1689927197
390,sungai raya,0.7,108.9,28.52,71,100,4.07,ID,1689927198
391,pindushi,62.9152,34.58,11.58,96,100,3.66,RU,1689927198
392,peterhead,57.5058,-1.7981,12.47,77,97,8.2,GB,1689927198
393,krasnyy chikoy,50.3643,108.7512,22.52,57,59,1.48,RU,1689927198
394,eraan,9.0629,117.7016,25.81,93,100,4.54,PH,1689927198
395,balqash,46.8481,74.995,33.33,17,20,6.0,KZ,1689927198
396,yuzhnoural'sk,54.4418,61.2536,23.11,40,82,2.09,RU,1689927199
397,lastoursville,-0.8143,12.7287,22.47,100,100,0.68,GA,1689927199
398,lerwick,60.1545,-1.1494,12.0,78,100,4.02,GB,1689927199
399,sarkand,45.41,79.9186,36.08,14,53,7.68,KZ,1689927200
400,la reforma,25.0833,-108.05,27.76,74,100,1.07,MX,1689927200
401,minab,27.1467,57.0801,37.64,48,100,4.11,IR,1689926978
402,sabang,5.8933,95.3214,29.04,73,92,10.64,ID,1689927201
403,shijiazhuang,38.0414,114.4786,24.85,88,100,3.53,CN,1689927201
404,coyhaique,-45.5752,-72.0662,3.63,99,100,2.09,CL,1689927201
405,cannonvale,-20.2833,148.7,20.66,73,26,3.2,AU,1689927201
406,amungan,15.3652,119.9582,29.25,76,100,1.51,PH,1689927201
407,adrian,41.8975,-84.0372,18.08,86,0,3.09,US,1689927202
408,lorengau,-2.0226,147.2712,28.2,77,21,3.58,PG,1689927202
409,la ronge,55.1001,-105.2842,17.12,82,75,1.54,CA,1689927202
410,howrah,22.5892,88.3103,30.0,84,75,5.14,IN,1689927067
411,oranjemund,-28.55,16.4333,15.25,35,1,3.31,NA,1689927202
412,salekhard,66.53,66.6019,27.11,46,62,3.46,RU,1689927202
413,berezovyy,51.6667,135.7,28.8,52,100,1.74,RU,1689927203
414,gizo,-8.103,156.8419,27.07,84,100,8.23,SB,1689927203
415,hanamaki,39.3833,141.1167,25.11,78,40,4.12,JP,1689927203
416,arraial do cabo,-22.9661,-42.0278,20.77,65,100,7.19,BR,1689927203
417,itoman,26.1247,127.6694,32.01,62,75,3.09,JP,1689927083
418,zeya,53.75,127.2667,24.23,40,82,3.57,RU,1689927203
419,duartina,-22.4144,-49.4039,15.58,93,0,3.1,BR,1689927203
420,belomorsk,64.5232,34.7668,9.42,97,100,6.03,RU,1689927204
421,rongelap,11.1635,166.8941,28.61,79,78,7.85,MH,1689927204
422,galesong,-5.3166,119.3661,32.01,74,36,7.59,ID,1689927204
423,taro,-8.3862,115.28,24.0,54,0,2.06,ID,1689927204
424,keelakarai,9.2333,78.7833,34.48,42,100,7.57,IN,1689927205
425,coahuayana de hidalgo,18.7,-103.6583,25.52,82,22,1.69,MX,1689927205
426,aginskoye,51.1,114.53,27.25,27,100,2.37,RU,1689927205
427,quang ngai,15.1167,108.8,32.57,58,97,5.53,VN,1689927182
428,loango,-4.6719,11.8312,22.82,75,77,2.35,CG,1689927205
429,almenara,-16.1836,-40.6944,19.81,93,100,2.08,BR,1689927205
430,padre bernardo,-15.35,-48.5,17.2,69,3,2.13,BR,1689927205
431,boyolangu,-8.1181,111.8935,25.4,69,56,4.92,ID,1689927205
432,kalemie,-5.9475,29.1947,26.26,44,6,7.48,CD,1689927206
433,greymouth,-42.4667,171.2,4.36,82,0,4.81,NZ,1689927004
434,cooper's town,26.8667,-77.5167,29.34,74,18,4.75,BS,1689927206
435,buka,40.8108,69.1986,38.72,12,0,3.97,UZ,1689927206
436,blythe,33.6103,-114.5964,36.25,19,20,1.54,US,1689927206
437,sukhodol,53.9006,51.2117,24.53,40,53,5.8,RU,1689927207
438,harper,4.375,-7.7169,25.53,83,72,5.44,LR,1689927207
439,hami,42.8,93.45,39.39,9,29,2.61,CN,1689927207
440,tannum sands,-23.9504,151.3693,20.42,64,40,2.06,AU,1689927207
441,princeville,45.7668,-61.2985,20.2,97,100,1.03,CA,1689927207
442,kalmunai,7.4167,81.8167,35.29,43,89,1.43,LK,1689926948
443,birao,10.2849,22.7882,26.61,78,95,1.68,CF,1689926929
444,chamba,32.5667,76.1333,29.49,80,70,2.01,IN,1689927209
445,mhango,-3.2833,32.85,26.03,29,0,5.68,TZ,1689927209
446,tadine,-21.55,167.8833,19.7,70,4,6.19,NC,1689927209
447,yanchep,-31.55,115.6833,19.23,62,27,4.79,AU,1689927209
448,artesia,33.8658,-118.0831,27.38,82,0,1.54,US,1689927210
449,zomba,-15.386,35.3188,20.94,55,55,2.12,MW,1689927210
450,ras el oued,35.9441,5.0311,32.46,15,10,3.02,DZ,1689927210
451,manticao,8.4042,124.2867,28.45,79,100,1.99,PH,1689927210
452,bataipora,-22.2953,-53.2711,18.07,75,0,4.04,BR,1689927210
453,columbia falls,48.3725,-114.1815,17.17,65,0,1.54,US,1689927211
454,as salamiyah,35.0113,37.0532,35.22,17,0,5.07,SY,1689927211
455,yerofey pavlovich,53.9667,121.9667,22.94,35,21,3.71,RU,1689927211
456,cabedelo,-6.9811,-34.8339,22.37,75,29,7.0,BR,1689927209
457,axim,4.8699,-2.2405,25.46,84,63,3.06,GH,1689927211
458,labuan,5.2767,115.2417,25.2,83,40,3.6,MY,1689927211
459,buriti dos lopes,-3.175,-41.8669,18.88,84,1,1.28,BR,1689927211
460,saint-joseph,-21.3667,55.6167,24.71,73,3,3.7,RE,1689927212
461,tezu,27.9167,96.1667,35.31,53,86,1.1,IN,1689927063
462,aral,40.5156,81.2636,39.81,10,91,6.48,CN,1689927212
463,mugia,43.1041,-9.2179,17.73,73,0,1.01,ES,1689927212
464,katsuura,35.1333,140.3,25.13,81,19,5.98,JP,1689927176
465,iwaki,37.05,140.8833,26.54,78,63,0.89,JP,1689927060
466,papao,-17.75,-149.55,21.82,65,8,8.14,PF,1689927213
467,antofagasta,-23.65,-70.4,17.6,91,34,0.33,CL,1689927056
468,lompoc,34.6391,-120.4579,13.62,96,100,1.54,US,1689927213
469,kruisfontein,-34.0033,24.7314,9.38,54,0,2.82,ZA,1689927213
470,kyshtovka,56.555,76.6271,24.31,78,56,4.09,RU,1689927213
471,al kharj,24.155,47.3346,45.32,5,51,0.99,SA,1689927213
472,hotan,37.0997,79.9269,37.73,7,73,3.01,CN,1689927135
473,cowra,-33.8333,148.6833,6.07,83,6,2.53,AU,1689927214
474,ambon,-3.6954,128.1814,27.08,83,75,2.57,ID,1689927214
475,castillos,-34.1667,-53.8333,14.14,95,42,4.31,UY,1689927214
476,chivhu,-19.0211,30.8922,14.46,66,91,6.78,ZW,1689927215
477,datong,40.0936,113.2914,20.8,68,96,1.89,CN,1689927215
478,saint john,45.2727,-66.0677,15.0,100,75,1.03,CA,1689927215
479,el granada,37.5027,-122.4694,17.67,87,100,4.12,US,1689927215
480,dalnerechensk,45.9339,133.7225,28.24,70,8,3.73,RU,1689927215
481,sao vicente,-23.9631,-46.3919,20.71,26,13,1.57,BR,1689927216
482,mount gambier,-37.8333,140.7667,8.28,88,6,2.15,AU,1689927216
483,jand,33.4299,72.0193,37.0,41,4,2.17,PK,1689927216
484,aquin,18.2833,-73.4,26.55,89,57,2.74,HT,1689927217
485,nyala,12.05,24.8833,30.89,46,64,3.65,SD,1689927217
486,iluppur,10.5135,78.6236,35.64,28,66,6.47,IN,1689927217
487,iskateley,67.6803,53.1512,20.21,75,99,6.41,RU,1689927217
488,nova xavantina,-14.6667,-52.35,17.64,54,1,1.11,BR,1689927217
489,ta`u,-14.2336,-169.5144,26.94,82,53,6.78,AS,1689927218
490,raduzhny,62.0961,77.475,20.99,69,100,2.72,RU,1689927218
491,talavera de la reina,39.9635,-4.8308,21.83,41,0,3.3,ES,1689927085
492,kampong thom,12.7111,104.8887,31.24,66,97,1.95,KH,1689927219
493,al ghayzah,16.2079,52.176,28.78,73,93,4.36,YE,1689927219
494,merizo village,13.2658,144.6691,29.31,89,100,4.48,GU,1689927220
495,cidade velha,14.9167,-23.6167,26.26,83,40,3.09,CV,1689927220
496,awjilah,29.1081,21.2869,33.78,25,0,3.42,LY,1689927220
497,new plymouth,-39.0667,174.0833,9.89,68,100,10.23,NZ,1689927102
498,okhotsk,59.3833,143.3,14.17,83,60,5.8,RU,1689927220
499,ancud,-41.8697,-73.8203,10.62,89,100,9.67,CL,1689927220
500,novo aripuana,-5.1206,-60.3797,21.4,66,1,0.7,BR,1689927221
501,pimenta bueno,-11.6725,-61.1936,19.22,59,0,0.4,BR,1689927221
502,weatherford,32.7593,-97.7972,29.92,54,2,0.45,US,1689927221
503,tsuyama,35.05,134.0,30.46,63,26,2.2,JP,1689927221
504,vero beach,27.6386,-80.3973,28.32,90,0,1.54,US,1689927222
505,kampene,-3.6,26.6667,31.3,38,7,1.56,CD,1689927222
506,al bawiti,28.3492,28.8659,34.62,20,0,2.15,EG,1689927223
507,karkira,36.9292,6.5856,34.59,37,8,3.19,DZ,1689927223
508,chonchi,-42.6128,-73.8092,10.56,86,100,4.13,CL,1689927223
509,garachico,28.7781,-17.7646,22.06,69,75,8.23,ES,1689927223
510,humberto de campos,-2.5983,-43.4611,22.7,94,47,1.86,BR,1689927223
511,blacksburg,37.2296,-80.4139,21.09,76,75,2.57,US,1689927224
512,ust'-kulom,61.6864,53.6902,16.48,90,97,3.02,RU,1689927224
513,fort st. john,56.2499,-120.8529,16.94,67,0,3.6,CA,1689927224
514,la romana,18.4273,-68.9728,25.33,93,28,3.52,DO,1689927224
515,kamaishi,39.2667,141.8833,22.56,80,48,1.43,JP,1689927224
516,quelimane,-17.8786,36.8883,22.76,79,75,3.69,MZ,1689927225
517,bulawayo,-20.15,28.5833,11.73,83,98,7.39,ZW,1689927222
518,tarawa,1.419,172.984,26.05,94,100,1.54,KI,1689927050
519,qui nhon,13.7667,109.2333,29.98,70,49,4.05,VN,1689926986
520,guiuan,11.0333,125.7247,29.28,69,44,1.82,PH,1689927225
521,necochea,-38.5473,-58.7368,9.17,91,68,5.37,AR,1689927225
522,glace bay,46.1969,-59.957,19.59,98,100,2.06,CA,1689927226
523,flin flon,54.7682,-101.865,16.8,68,59,2.17,CA,1689927226
524,grootfontein,-19.5667,18.1167,18.38,22,1,3.52,NA,1689927226
525,son la,21.3167,103.9,29.48,71,84,1.69,VN,1689927226
526,ipora,-16.4419,-51.1178,17.7,66,0,2.12,BR,1689927227
527,nampula,-15.1165,39.2666,22.14,65,95,4.64,MZ,1689927227
528,yeraliyev,43.2,51.65,33.06,27,0,6.25,KZ,1689927227
529,acarau,-2.8856,-40.12,23.05,78,5,5.87,BR,1689927228
530,lebu,-37.6167,-73.65,11.96,93,82,7.49,CL,1689927228
531,deir ez-zor,35.3359,40.1408,38.54,12,0,5.46,SY,1689927228
532,bemetara,21.7,81.5333,33.14,58,97,6.92,IN,1689927229
533,guangyuan,32.442,105.823,31.73,62,100,3.32,CN,1689927229
534,ebon,4.582,168.6964,28.27,81,100,5.27,MH,1689927229
535,huarmey,-10.0681,-78.1522,19.83,84,51,2.03,PE,1689927229
536,seosan,36.7817,126.4522,27.74,72,7,2.67,KR,1689926988
537,esquina,-30.0144,-59.5272,18.04,86,97,4.43,AR,1689927229
538,palu,-0.8917,119.8707,28.22,88,94,1.49,ID,1689927006
539,charters towers,-20.1,146.2667,22.23,41,100,4.57,AU,1689927230
540,moapa valley,36.5805,-114.4703,34.49,19,96,1.15,US,1689927230
541,bajina basta,43.9708,19.5675,27.54,65,0,1.79,RS,1689927230
542,midvagur,62.0511,-7.1939,11.46,93,75,4.63,FO,1689927230
543,cururupu,-1.8283,-44.8683,22.45,96,33,1.39,BR,1689927231
544,ugoofaaru,5.6667,73.0,27.42,81,100,8.99,MV,1689927231
545,ujae,8.9322,165.7642,28.99,79,15,7.11,MH,1689927231
546,argo,37.6333,22.7333,37.88,22,0,1.42,GR,1689927047
547,karakol,42.4907,78.3936,19.61,69,100,3.3,KG,1689927231
548,port augusta,-32.5,137.7667,11.29,57,3,2.6,AU,1689927232
549,ghazni,33.5536,68.4269,30.45,23,2,1.74,AF,1689927232
550,catterick garrison,54.3775,-1.7223,12.7,85,100,4.12,GB,1689927232
551,moyobamba,-6.05,-76.9667,16.53,97,23,0.52,PE,1689927226
552,arfoud,31.4348,-4.2375,34.31,14,41,3.11,MA,1689927232
553,forster,-32.1667,152.5167,14.91,67,97,5.87,AU,1689927232
554,ilebo,-4.3167,20.5833,31.09,36,37,1.43,CD,1689927232
555,port-gentil,-0.7193,8.7815,24.98,78,20,5.66,GA,1689927233
